Medicamento,Nome_do_Arquivo_PDF,Doencas_CIDs,Caminho_Local,URL_Origem
fenofibrato,118_fenofibrato_dislipidemia_v19_1_.pdf,,pdfs_bmed_alto_custo\118_fenofibrato_dislipidemia_v19_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/118_fenofibrato_dislipidemia_v19_1_.pdf
fenoterol,119_fenoterol_asma_v10_2_.pdf,,pdfs_bmed_alto_custo\119_fenoterol_asma_v10_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/119_fenoterol_asma_v10_2_.pdf
fenoterol,120_fenoterol_dpoc_v15.pdf,,pdfs_bmed_alto_custo\120_fenoterol_dpoc_v15.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/120_fenoterol_dpoc_v15.pdf
filgrastim,123_filgrastim_doencahivresuloutrasdoecasv5_12_22.pdf,,pdfs_bmed_alto_custo\123_filgrastim_doencahivresuloutrasdoecasv5_12_22.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/123_filgrastim_doencahivresuloutrasdoecasv5_12_22.pdf
filgrastim,122_filgrastim_hepatite_c_v12_10-24_2.pdf,,pdfs_bmed_alto_custo\122_filgrastim_hepatite_c_v12_10-24_2.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/122_filgrastim_hepatite_c_v12_10-24_2.pdf
filgrastim,filgrastim_sindrome_de_falencia_medular__antigo_neutropenia_congenita__v6_1_.pdf,,pdfs_bmed_alto_custo\filgrastim_sindrome_de_falencia_medular__antigo_neutropenia_congenita__v6_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/filgrastim_sindrome_de_falencia_medular__antigo_neutropenia_congenita__v6_1_.pdf
fingolimode,124_fingolimode_esclerose_multipla_v22_2_.pdf,,pdfs_bmed_alto_custo\124_fingolimode_esclerose_multipla_v22_2_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/124_fingolimode_esclerose_multipla_v22_2_.pdf
fludrocortisona,125_fludrocortisona_hiperplasia_adrenal_congenita_v15.pdf,,pdfs_bmed_alto_custo\125_fludrocortisona_hiperplasia_adrenal_congenita_v15.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/125_fludrocortisona_hiperplasia_adrenal_congenita_v15.pdf
fludrocortisona,126_fludrocortisona_insuficiencia_adrenal_primariav13.pdf,,pdfs_bmed_alto_custo\126_fludrocortisona_insuficiencia_adrenal_primariav13.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/126_fludrocortisona_insuficiencia_adrenal_primariav13.pdf
formoterol,127_formoterol_asma_v23_4_.pdf,,pdfs_bmed_alto_custo\127_formoterol_asma_v23_4_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/127_formoterol_asma_v23_4_.pdf
formoterol,128_formoterol_dpoc_v20.pdf,,pdfs_bmed_alto_custo\128_formoterol_dpoc_v20.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/128_formoterol_dpoc_v20.pdf
formoterol + budesonida,129_formoterol_budesonida_asma_v21_4_.pdf,,pdfs_bmed_alto_custo\129_formoterol_budesonida_asma_v21_4_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/129_formoterol_budesonida_asma_v21_4_.pdf
formoterol + budesonida,130_formoterol_budesonida_dpoc_v16.pdf,,pdfs_bmed_alto_custo\130_formoterol_budesonida_dpoc_v16.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/130_formoterol_budesonida_dpoc_v16.pdf
fumarato de dimetila,303_fumarato_de_dimetila_esclerose_v17_1_.pdf,,pdfs_bmed_alto_custo\303_fumarato_de_dimetila_esclerose_v17_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/303_fumarato_de_dimetila_esclerose_v17_1_.pdf
gabapentina,131_gabapentina_epilepsia_v11.pdf,,pdfs_bmed_alto_custo\131_gabapentina_epilepsia_v11.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/131_gabapentina_epilepsia_v11.pdf
gabapentina,132_gabapentina_dor_v16_1_.pdf,,pdfs_bmed_alto_custo\132_gabapentina_dor_v16_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/132_gabapentina_dor_v16_1_.pdf
galantamina,133_galantamina_alzheimer_v25_1_.pdf,,pdfs_bmed_alto_custo\133_galantamina_alzheimer_v25_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/133_galantamina_alzheimer_v25_1_.pdf
genfibrozila,134_genfibrozila_dislipidemia_v20_1_.pdf,,pdfs_bmed_alto_custo\134_genfibrozila_dislipidemia_v20_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/134_genfibrozila_dislipidemia_v20_1_.pdf
glatiramer,135_glatiramer_esclerose_multipla_v23.pdf,,pdfs_bmed_alto_custo\135_glatiramer_esclerose_multipla_v23.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/135_glatiramer_esclerose_multipla_v23.pdf
golimumabe,275_golimumabe_artrite_psoriasica_v6.pdf,,pdfs_bmed_alto_custo\275_golimumabe_artrite_psoriasica_v6.pdf,http://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/275_golimumabe_artrite_psoriasica_v6.pdf
golimumabe,136_golimumabe_artrite_reumatoide_v31.pdf,,pdfs_bmed_alto_custo\136_golimumabe_artrite_reumatoide_v31.pdf,http://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/136_golimumabe_artrite_reumatoide_v31.pdf
golimumabe,276_golimumabe_espondilite_v20_1_.pdf,,pdfs_bmed_alto_custo\276_golimumabe_espondilite_v20_1_.pdf,http://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/276_golimumabe_espondilite_v20_1_.pdf
gosserrelina,137_gosserrelina_endometriose_v13.pdf,,pdfs_bmed_alto_custo\137_gosserrelina_endometriose_v13.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/137_gosserrelina_endometriose_v13.pdf
gosserrelina,138_gosserrelina_leiomioma_v12.pdf,,pdfs_bmed_alto_custo\138_gosserrelina_leiomioma_v12.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/138_gosserrelina_leiomioma_v12.pdf
gosserrelina,139_gosserrelina_puberdade_precoce_v15.pdf,,pdfs_bmed_alto_custo\139_gosserrelina_puberdade_precoce_v15.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/139_gosserrelina_puberdade_precoce_v15.pdf
hidroxicloroquina,140_hidroxicloroquina_artrite_reumatoide_v19_1_.pdf,,pdfs_bmed_alto_custo\140_hidroxicloroquina_artrite_reumatoide_v19_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/140_hidroxicloroquina_artrite_reumatoide_v19_1_.pdf
hidroxicloroquina,141_hidroxicloroquina_dermatomiosite_v16_1_.pdf,,pdfs_bmed_alto_custo\141_hidroxicloroquina_dermatomiosite_v16_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/141_hidroxicloroquina_dermatomiosite_v16_1_.pdf
hidroxicloroquina,142_hidroxicloroquina_lupus_v14.pdf,,pdfs_bmed_alto_custo\142_hidroxicloroquina_lupus_v14.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/142_hidroxicloroquina_lupus_v14.pdf
hidroxicloroquina,488_hidroxicloroquina_artrite_idiopatica_juvenil_v10.pdf,,pdfs_bmed_alto_custo\488_hidroxicloroquina_artrite_idiopatica_juvenil_v10.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-dos-componentes-da-assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/protocolos-clinicos-e-diretrizes-terapeuticas-do-ministerio-da-saude/488_hidroxicloroquina_artrite_idiopatica_juvenil_v10.pdf
hidroxiuréia,143_hidroxiureia_falciforme_v22_1_.pdf,,pdfs_bmed_alto_custo\143_hidroxiureia_falciforme_v22_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/143_hidroxiureia_falciforme_v22_1_.pdf
idursulfase alfa,298_idursulfase_alfa_mucopolissacaridose__v3.pdf,,pdfs_bmed_alto_custo\298_idursulfase_alfa_mucopolissacaridose__v3.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/298_idursulfase_alfa_mucopolissacaridose__v3.pdf
iloprosta,341_iloprosta_hipertensao_pulmonar_v11.pdf,,pdfs_bmed_alto_custo\341_iloprosta_hipertensao_pulmonar_v11.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/341_iloprosta_hipertensao_pulmonar_v11.pdf
imiglucerase,144_imiglucerase_gaucher_v19_1_.pdf,,pdfs_bmed_alto_custo\144_imiglucerase_gaucher_v19_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/144_imiglucerase_gaucher_v19_1_.pdf
imunoglobulina humana,146_imunoglobulina_anemia_hemolitica_v4_2_.pdf,,pdfs_bmed_alto_custo\146_imunoglobulina_anemia_hemolitica_v4_2_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/146_imunoglobulina_anemia_hemolitica_v4_2_.pdf
imunoglobulina humana,148_imunoglobulina_dermatomiosite_v13_1_.pdf,,pdfs_bmed_alto_custo\148_imunoglobulina_dermatomiosite_v13_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/148_imunoglobulina_dermatomiosite_v13_1_.pdf
imunoglobulina humana,149_imunoglobulina_hiv_v10.pdf,,pdfs_bmed_alto_custo\149_imunoglobulina_hiv_v10.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/149_imunoglobulina_hiv_v10.pdf
imunoglobulina humana,150_imunoglobulina_imunodeficiencia_v15.pdf,,pdfs_bmed_alto_custo\150_imunoglobulina_imunodeficiencia_v15.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/150_imunoglobulina_imunodeficiencia_v15.pdf
imunoglobulina humana,151_imunoglobulina_miastenia_gravis_v14.pdf,,pdfs_bmed_alto_custo\151_imunoglobulina_miastenia_gravis_v14.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/151_imunoglobulina_miastenia_gravis_v14.pdf
imunoglobulina humana,152_imunoglobulina_purpura_v20_1_.pdf,,pdfs_bmed_alto_custo\152_imunoglobulina_purpura_v20_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/152_imunoglobulina_purpura_v20_1_.pdf
imunoglobulina humana,153_imunoglobulina_guillain_barre_v20_1_.pdf,,pdfs_bmed_alto_custo\153_imunoglobulina_guillain_barre_v20_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/153_imunoglobulina_guillain_barre_v20_1_.pdf
imunoglobulina humana,495_imunoglobulina_sindrome_inflamatoria_covid_v3_06-25.pdf,,pdfs_bmed_alto_custo\495_imunoglobulina_sindrome_inflamatoria_covid_v3_06-25.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/495_imunoglobulina_sindrome_inflamatoria_covid_v3_06-25.pdf
imunoglobulina humana,154_imunoglobulina_transplante_renal_v14.pdf,,pdfs_bmed_alto_custo\154_imunoglobulina_transplante_renal_v14.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/154_imunoglobulina_transplante_renal_v14.pdf
imunoglobulina humana,imunoglobulina_sindrome_de_falencia_medular__antigo_apsv__v4_1_.pdf,,pdfs_bmed_alto_custo\imunoglobulina_sindrome_de_falencia_medular__antigo_apsv__v4_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/imunoglobulina_sindrome_de_falencia_medular__antigo_apsv__v4_1_.pdf
infliximabe,489_infliximabe_artrite_idiopatica_v10_1_.pdf,,pdfs_bmed_alto_custo\489_infliximabe_artrite_idiopatica_v10_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/489_infliximabe_artrite_idiopatica_v10_1_.pdf
infliximabe,155_infliximabe_artrite_reumatoide_v25_1_.pdf,,pdfs_bmed_alto_custo\155_infliximabe_artrite_reumatoide_v25_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/155_infliximabe_artrite_reumatoide_v25_1_.pdf
infliximabe,156_infliximabe_artrite_psoriasica_v32.pdf,,pdfs_bmed_alto_custo\156_infliximabe_artrite_psoriasica_v32.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/156_infliximabe_artrite_psoriasica_v32.pdf
infliximabe,157_infliximabe_crohn_v15_1_.pdf,,pdfs_bmed_alto_custo\157_infliximabe_crohn_v15_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/157_infliximabe_crohn_v15_1_.pdf
infliximabe,158_infliximabe_espondilite_v24_1_.pdf,,pdfs_bmed_alto_custo\158_infliximabe_espondilite_v24_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/158_infliximabe_espondilite_v24_1_.pdf
infliximabe,479_infliximabe_retocolite__v9_10-24_2.pdf,,pdfs_bmed_alto_custo\479_infliximabe_retocolite__v9_10-24_2.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/479_infliximabe_retocolite__v9_10-24_2.pdf
isotretinoína,159_isotretinoina_acne_grave_v29_1_.pdf,,pdfs_bmed_alto_custo\159_isotretinoina_acne_grave_v29_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/159_isotretinoina_acne_grave_v29_1_.pdf
lamotrigina,162_lamotrigina_epilepsia_v16.pdf,,pdfs_bmed_alto_custo\162_lamotrigina_epilepsia_v16.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/162_lamotrigina_epilepsia_v16.pdf
lamotrigina,261_lamotrigina_transtorno_afetivo_v11_10-24_2.pdf,,pdfs_bmed_alto_custo\261_lamotrigina_transtorno_afetivo_v11_10-24_2.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/261_lamotrigina_transtorno_afetivo_v11_10-24_2.pdf
lanreotida,163_lanreotida_acromegalia_v21_1_.pdf,,pdfs_bmed_alto_custo\163_lanreotida_acromegalia_v21_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/163_lanreotida_acromegalia_v21_1_.pdf
laronidase,297_laronidase_mucopolissacarisose_tipo_i_v4.pdf,,pdfs_bmed_alto_custo\297_laronidase_mucopolissacarisose_tipo_i_v4.pdf,http://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/297_laronidase_mucopolissacarisose_tipo_i_v4.pdf
leflunomida,165_leflunomida_artrite_psoriasica_v28.pdf,,pdfs_bmed_alto_custo\165_leflunomida_artrite_psoriasica_v28.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/165_leflunomida_artrite_psoriasica_v28.pdf
leflunomida,166_leflunomida_artrite_reumatoide_v26_1_.pdf,,pdfs_bmed_alto_custo\166_leflunomida_artrite_reumatoide_v26_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/166_leflunomida_artrite_reumatoide_v26_1_.pdf
leflunomida,490_leflunomida_artrite_idiopatica_v6_1_.pdf,,pdfs_bmed_alto_custo\490_leflunomida_artrite_idiopatica_v6_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/490_leflunomida_artrite_idiopatica_v6_1_.pdf
leuprorrelina,167_leuprorrelina_leiomioma_v9_10-24.pdf,,pdfs_bmed_alto_custo\167_leuprorrelina_leiomioma_v9_10-24.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/167_leuprorrelina_leiomioma_v9_10-24.pdf
leuprorrelina,168_leuprorrelina_puberdade_precoce_v26.pdf,,pdfs_bmed_alto_custo\168_leuprorrelina_puberdade_precoce_v26.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/168_leuprorrelina_puberdade_precoce_v26.pdf
leuprorrelina,169_leuprorrelina_endometriose_v10_1_.pdf,,pdfs_bmed_alto_custo\169_leuprorrelina_endometriose_v10_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/169_leuprorrelina_endometriose_v10_1_.pdf
levetiracetam,456_levetiracetam_epilepsia_v4.pdf,,pdfs_bmed_alto_custo\456_levetiracetam_epilepsia_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/456_levetiracetam_epilepsia_v4.pdf
memantina,458_memantina_alzheimer_v12.pdf,,pdfs_bmed_alto_custo\458_memantina_alzheimer_v12.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/458_memantina_alzheimer_v12.pdf
mesalazina,171_mesalazina_crohn_v11_1_.pdf,,pdfs_bmed_alto_custo\171_mesalazina_crohn_v11_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/171_mesalazina_crohn_v11_1_.pdf
mesalazina,172_mesalazina_retocolite_v21_1_.pdf,,pdfs_bmed_alto_custo\172_mesalazina_retocolite_v21_1_.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/172_mesalazina_retocolite_v21_1_.pdf
metadona,173_metadona_dor_v19_1_.pdf,,pdfs_bmed_alto_custo\173_metadona_dor_v19_1_.pdf,http://www.saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/173_metadona_dor_v19_1_.pdf
metilprednisolona,266_metilprednisolona_crohn_v4.pdf,,pdfs_bmed_alto_custo\266_metilprednisolona_crohn_v4.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/266_metilprednisolona_crohn_v4.pdf
metilprednisolona,270_metilpredinisolona_transplante_cardiaco_v7.pdf,,pdfs_bmed_alto_custo\270_metilpredinisolona_transplante_cardiaco_v7.pdf,https://saude.sp.gov.br/resources/ses/perfil/gestor/assistencia-farmaceutica/medicamentos-do-componente-especializado-da-assistencia-farmaceutica/270_metilpredinisolona_transplante_cardiaco_v7.pdf
metilprednisolona,284_metilprednisolona_transplante_hepatico_adultos_v9.pdf,,pdfs_bmed_alto_custo\284_metilprednisolona_transplante_hepatico_adultos_v9.pdf,https://saude.sp.gov.br/resources/ses/perfil/cidadao/acesso-rapido/medicamentos/relacao-estadual-de-medicamentos-do-componente-especializado-da-assistencia-farmaceutica/consulta-por-medicamento/cartilhas-medicamentos/284_metilprednisolona_transplante_hepatico_adultos_v9.pdf
